customer_id,days_since_last_order,total_orders,total_money,rfm_segment
16859,144,2,747.81,233
13623,30,5,747.78,443
14201,59,7,747.44,353
16261,16,4,746.83,443
14050,31,2,746.36,433
17034,15,3,745.52,433
14790,16,4,745.06,443
13950,10,4,745.06,543
13236,24,2,744.85,433
13354,70,1,743.53,313
16730,51,3,743.11,333
12374,24,1,742.93,413
12465,16,2,742.19,433
13753,286,1,741.26,113
13900,182,3,740.95,143
17692,126,4,740.94,243
17974,24,3,740.79,443
15252,35,2,740.78,333
12603,21,1,739.20,413
14756,14,1,738.96,413
12976,211,1,738.60,113
15045,151,2,735.66,233
15215,46,3,734.94,333
18156,12,2,734.94,533
16362,31,5,734.77,443
16146,156,3,734.13,233
17812,12,4,732.16,543
13575,22,5,732.07,443
13736,4,2,731.90,533
16099,49,3,731.90,333
16491,46,1,731.50,313
14778,126,2,730.86,233
18035,35,3,730.40,333
12468,187,2,729.54,133
13077,0,4,729.27,543
17666,3,2,728.16,533
17888,20,8,726.05,453
14869,8,2,725.70,533
14055,105,1,725.64,213
16140,65,2,725.18,333
15584,23,4,725.11,443
12723,3,5,725.07,543
15636,89,2,724.76,233
12475,53,1,723.38,313
17521,29,3,723.21,433
15272,56,2,721.94,333
18062,172,3,720.52,233
16023,45,3,719.81,333
14179,40,2,719.78,333
14725,24,1,718.08,413
17884,3,4,717.45,543
15274,3,2,716.57,533
12535,91,2,716.35,233
15400,91,5,716.20,243
17029,110,2,716.00,233
15330,31,2,714.96,433
15757,65,2,714.42,333
12616,94,2,713.30,233
13169,63,2,712.88,333
13147,9,4,712.80,543
17761,32,1,712.78,313
13416,43,2,712.50,333
13587,63,1,712.40,313
17642,119,2,712.29,233
15855,136,5,712.24,243
13705,7,3,711.86,543
17179,177,3,711.79,243
13249,91,3,711.41,243
17472,190,3,710.29,143
14867,185,3,710.28,143
14127,122,3,709.71,243
16136,59,3,709.38,343
15951,8,2,708.22,533
16449,197,2,707.69,133
12453,133,1,707.09,213
16364,11,2,707.04,533
16309,105,2,706.57,233
14880,76,3,706.19,243
14126,7,3,706.13,543
15038,58,6,705.49,353
16015,3,3,705.39,543
16882,66,3,705.12,343
17934,51,2,704.25,333
12612,73,1,704.04,213
12883,24,4,703.47,443
18082,25,1,703.37,413
15103,30,2,703.36,433
15574,177,4,702.25,243
16997,287,3,702.00,143
14198,17,4,701.40,443
14356,79,2,701.23,233
17321,7,2,700.86,533
13238,16,4,700.73,443
17734,53,3,700.63,333
15800,106,2,699.08,233
13258,11,3,698.58,533
17423,45,2,698.41,333
17796,39,4,697.90,343
15053,4,3,697.79,533
14829,28,4,697.55,443
13596,5,2,697.04,533
15700,171,2,696.68,233
17397,21,2,696.41,433
14009,197,2,695.61,133
14959,63,4,695.42,343
15304,60,8,694.40,353
12925,4,2,694.05,533
14643,169,2,693.81,233
12410,308,2,693.33,133
13601,44,2,693.32,333
14111,13,4,692.85,443
17198,23,3,692.22,433
17733,38,2,692.19,333
13838,5,4,691.73,543
16212,18,2,690.34,433
18085,329,2,689.95,133
13023,63,2,689.90,333
15181,65,3,689.48,333
18196,94,2,689.13,233
17502,8,4,689.10,543
13799,116,2,688.86,233
16642,4,2,688.33,533
12658,18,1,686.05,413
16122,72,4,684.42,243
16495,2,3,684.41,533
15669,39,4,684.34,343
12942,130,3,683.90,233
17874,184,6,683.46,153
14222,176,1,683.17,213
12838,33,2,683.13,333
15582,24,3,682.91,433
13548,95,2,682.41,233
18135,28,5,681.91,443
12478,3,1,680.99,513
13524,40,5,680.18,343
16872,76,3,680.02,233
15322,85,1,679.68,213
13430,18,2,679.45,433
14788,6,2,679.44,533
17994,121,4,678.49,243
13925,92,4,678.25,243
13607,39,1,678.01,313
13388,130,2,677.10,233
13040,8,2,676.99,533
16377,266,1,676.20,113
15626,74,2,675.80,233
17462,59,2,675.69,333
13325,81,1,675.30,213
16418,44,3,675.27,333
13355,121,1,674.70,213
13464,57,1,674.68,313
17749,177,2,674.52,233
13951,175,3,674.45,233
14504,46,4,673.26,343
18121,148,2,673.10,233
14628,90,2,671.96,233
17883,2,4,671.77,543
12638,32,1,671.69,413
17299,11,4,669.11,543
12418,112,1,668.58,213
14342,20,4,668.56,443
13741,71,3,668.43,233
16383,74,2,668.36,233
15031,3,4,668.14,543
18022,35,1,668.11,313
16268,70,2,667.65,333
15969,2,3,666.10,533
17777,24,3,665.86,433
17105,158,2,665.78,233
16056,44,1,664.85,313
13963,307,4,664.54,143
16208,44,2,664.26,333
15643,191,3,664.00,133
14720,5,3,663.81,533
13240,95,4,663.65,243
16573,84,2,663.61,233
14451,59,2,662.59,333
16014,37,3,662.38,333
18218,210,2,662.08,133
16774,67,4,661.52,343
13028,22,2,661.32,433
14603,274,1,660.00,113
15492,27,2,659.46,433
13518,85,1,659.44,213
13759,32,2,659.41,333
16357,32,3,658.88,333
14150,35,2,658.64,333
17779,20,3,658.57,433
16696,134,4,657.90,243
12577,34,3,657.80,333
14818,73,3,657.80,233
15648,203,2,657.35,133
17459,42,2,657.30,333
15677,48,1,657.23,313
16157,15,3,656.69,433
13049,63,2,656.68,333
16708,45,1,656.63,313
16127,38,1,656.25,313
14894,84,1,655.75,213
16444,45,4,654.67,343
14651,66,2,654.60,333
17398,114,3,653.38,233
18151,134,2,653.35,233
13496,10,2,653.33,533
15205,84,2,653.24,233
14044,26,4,652.82,443
14548,150,2,652.80,233
17523,10,4,652.74,543
14034,21,3,651.82,433
16734,51,3,650.51,333
16469,23,4,650.43,443
15571,11,4,650.43,543
16969,38,3,650.41,333
17373,39,4,646.92,343
12589,28,2,646.68,433
15651,36,3,646.30,333
17545,42,3,645.96,333
14855,118,2,645.65,233
12719,4,2,644.95,533
17312,138,3,644.30,233
16431,212,3,642.81,133
14020,16,2,642.80,433
13034,54,2,642.77,333
15384,169,2,642.41,233
17046,156,1,642.02,213
15297,9,3,641.94,533
12365,290,2,641.38,133
12624,105,2,641.13,233
13417,4,2,640.83,533
13318,0,3,640.76,533
12631,56,1,640.50,313
14301,116,1,640.14,213
15919,19,2,639.89,433
17515,30,4,639.02,443
18160,56,2,638.06,333
14754,44,2,638.05,333
14664,19,2,637.89,433
14128,60,2,637.50,333
14481,164,2,636.51,233
15829,98,2,636.14,233
15773,5,1,635.68,513
14000,210,1,635.66,113
16139,18,3,635.41,433
17985,21,1,634.95,413
13892,26,4,632.97,443
14220,246,2,632.40,133
16306,213,6,632.27,153
18183,226,2,632.07,133
13822,5,2,632.00,533
14021,154,3,631.90,233
15244,64,2,631.57,333
13539,85,3,631.34,233
17990,236,3,630.84,133
13046,30,2,629.31,433
13525,14,2,628.78,433
14687,106,1,628.38,213
16022,259,1,628.28,113
15028,7,4,627.13,543
13546,11,3,626.99,533
15402,148,2,626.77,233
14036,284,1,626.65,113
13914,11,2,626.45,533
14382,25,1,626.07,413
16750,44,5,623.93,343
16718,368,1,623.75,113
12649,106,3,623.51,233
15147,239,1,623.50,113
13368,256,2,623.40,133
15258,168,2,623.16,233
17499,289,1,622.88,113
15182,153,2,622.85,233
17460,93,6,622.43,253
15768,115,3,621.83,233
18217,28,2,621.75,433
16915,8,6,621.68,553
17640,86,1,621.66,213
14152,74,2,621.29,233
13402,126,2,621.23,233
16141,87,1,620.40,213
12667,57,1,620.13,313
14529,59,3,620.04,333
13493,274,2,618.63,133
16613,69,1,618.59,313
13145,39,4,618.52,343
12596,50,2,618.27,333
13301,103,4,618.09,243
16134,21,2,618.09,433
14593,21,3,617.99,433
14377,190,2,617.05,133
16442,1,3,616.79,533
16311,17,2,616.26,433
14905,157,2,616.15,233
16005,11,4,615.39,543
15275,37,1,615.14,313
16566,14,5,614.66,443
16116,211,1,612.78,113
12513,112,1,612.29,213
18149,50,3,612.08,333
15232,112,2,612.06,233
15645,18,1,612.01,413
16109,218,2,611.88,133
16763,198,1,611.85,113
13731,218,2,610.59,133
12673,4,2,610.52,533
15795,149,1,610.01,213
13357,256,1,609.95,113
14636,35,2,609.85,333
13933,108,2,608.79,233
12933,23,3,607.53,443
15573,31,2,607.45,433
17119,2,2,606.91,533
14710,13,4,606.13,443
17849,217,4,605.80,143
14133,129,3,605.64,243
13888,119,2,605.63,233
17507,261,2,605.58,133
13233,73,2,605.12,233
14323,114,2,605.06,233
13558,5,4,605.06,543
14675,15,1,604.75,413
17664,18,2,604.64,433
12944,35,2,604.51,333
16732,31,1,603.75,413
12556,49,2,603.71,333
12707,291,1,603.42,113
17259,147,2,603.37,233
15366,74,2,602.51,233
17890,322,2,602.09,133
12654,10,5,601.98,543
14609,71,4,601.56,243
16654,140,4,601.27,243
12420,63,1,600.39,313
13243,202,1,600.07,113
18211,25,5,600.07,443
12872,326,2,599.97,133
12521,142,1,599.68,213
14965,95,2,599.00,233
17420,49,3,598.83,343
14467,17,4,598.76,443
15720,23,1,598.73,413
13311,3,2,598.57,533
16298,22,3,598.20,443
13959,78,3,598.20,243
14108,30,2,597.91,433
17864,12,3,597.50,543
16788,122,2,597.48,233
14645,156,2,597.09,233
15381,213,2,596.85,133
18246,23,2,596.10,433
17658,25,2,595.42,433
14284,30,2,595.25,433
16325,46,3,594.24,343
12917,127,1,594.00,213
15442,248,1,594.00,113
16535,4,1,593.75,513
18232,81,4,592.97,243
16203,58,4,592.90,343
14692,136,4,591.55,243
13276,63,2,590.93,333
13452,258,2,590.00,133
13270,365,1,590.00,113
14882,26,2,589.70,433
18123,23,2,589.44,433
16723,90,2,589.15,233
16838,196,2,588.85,133
14338,160,2,588.22,233
15624,116,4,588.13,243
17351,35,3,587.15,343
17014,7,3,586.33,543
17360,16,3,585.79,443
12384,28,2,585.27,433
15222,318,1,585.00,113
16384,89,2,584.50,233
16072,287,1,584.32,113
14023,6,2,584.07,533
13557,27,2,584.06,433
15762,64,2,583.75,333
12426,194,1,582.73,113
13427,18,3,582.60,443
17970,210,1,582.59,113
12695,6,4,582.10,543
18095,311,2,580.05,133
16906,81,4,579.77,243
17142,238,1,579.00,113
13292,38,2,578.94,333
17540,24,2,578.90,433
12601,189,5,577.06,143
14176,296,4,576.90,143
16916,23,2,576.26,433
15830,37,1,576.00,313
15550,3,4,575.63,543
16345,43,1,575.41,313
13487,57,3,575.40,343
14167,38,4,574.84,343
14400,148,1,574.70,213
12784,8,2,574.42,533
15339,65,2,574.07,333
15303,289,1,574.02,113
12879,44,3,573.22,343
15415,312,1,572.81,113
13379,25,3,572.56,443
13405,73,3,572.45,243
12816,95,2,572.20,233
13816,23,2,571.67,433
17616,173,3,571.20,243
15821,43,2,570.96,333
15315,63,2,570.50,333
14592,34,3,570.46,343
16667,67,2,570.13,333
13939,22,3,568.55,443
13321,71,2,567.36,233
17897,172,3,566.60,243
18150,31,3,566.58,443
16278,99,1,566.38,213
13894,23,3,564.62,443
15344,0,3,563.94,543
16933,0,2,563.23,533
14753,86,1,563.15,213
17265,138,2,562.90,233
12414,216,3,562.41,143
12559,310,2,561.71,133
13946,78,3,561.57,243
15655,242,1,560.67,113
13044,290,1,560.47,113
14273,50,4,559.97,343
16275,196,1,559.87,113
18043,24,3,559.51,443
14177,85,4,559.41,243
12866,282,1,559.12,113
17503,2,2,558.96,533
12987,73,2,558.70,233
13800,308,1,558.32,113
13260,60,1,557.62,313
17955,198,4,557.30,143
17295,28,3,556.95,443
16385,59,3,555.89,343
14805,14,4,554.65,443
14891,147,2,554.38,233
14618,8,3,553.44,533
15068,45,2,553.36,333
12363,109,2,552.00,233
17674,73,2,551.04,233
17291,307,1,550.80,113
17235,24,2,550.06,433
12390,79,1,549.84,213
16340,106,1,549.07,213
16536,109,1,548.97,213
16031,91,2,548.94,233
14474,45,1,547.66,313
16811,4,2,547.07,533
17637,30,2,547.06,433
16211,88,1,547.02,213
17520,53,1,546.81,313
12743,133,2,546.43,233
14997,45,3,546.20,333
17806,10,1,546.04,513
12793,333,2,545.48,133
16475,87,4,544.30,243
13617,39,3,544.18,333
13390,74,1,544.08,213
16927,115,3,543.05,233
13278,40,1,542.73,313
16230,189,2,542.03,133
17447,39,2,541.53,333
17557,13,3,541.46,433
13874,357,1,540.45,113
13812,41,3,539.00,333
14496,311,2,538.81,133
15452,29,3,538.73,433
15469,49,2,538.55,333
15539,6,1,538.46,513
17062,313,4,538.37,143
17345,14,4,537.74,443
14539,15,2,537.48,433
16206,54,4,537.06,343
15043,30,1,537.00,413
16804,22,3,536.99,433
16233,70,3,536.68,333
15535,172,4,536.40,243
16142,249,1,535.34,113
12988,291,1,535.32,113
13000,106,3,534.85,233
13385,329,1,534.57,113
13434,73,2,534.24,233
17443,219,1,534.24,113
13217,121,3,533.98,233
15433,213,2,533.30,133
15756,60,4,532.96,343
15825,171,1,532.94,213
16706,36,3,531.35,333
14265,108,2,530.18,233
18159,300,1,530.15,113
14002,133,2,529.73,233
14463,97,3,529.62,233
16185,16,2,529.41,433
17631,1,3,528.33,533
16602,35,1,528.08,313
12479,10,1,527.20,513
17623,32,1,527.05,413
18252,50,2,526.67,333
16892,0,5,525.54,543
17290,3,2,525.24,533
17429,127,3,524.92,233
15467,8,3,524.88,533
15891,226,1,524.52,113
13721,35,1,524.14,313
17329,13,2,523.11,433
18017,80,3,523.00,233
17712,44,1,522.91,313
14871,2,4,522.38,543
12863,51,1,521.20,313
15149,133,1,520.80,213
14873,209,1,519.68,113
12571,39,2,519.61,333
13643,30,3,519.44,433
16955,184,4,518.67,143
16650,71,1,518.42,213
15030,71,2,518.28,233
16135,261,1,517.55,113
17454,191,4,517.53,143
18205,35,2,517.36,333
13043,272,1,516.42,113
15882,198,4,516.36,143
15809,35,5,515.77,343
12811,260,3,514.85,133
15246,237,2,514.15,133
13005,173,2,513.70,233
17513,71,1,513.20,213
17805,73,1,512.31,213
17480,77,1,511.82,213
12582,238,2,511.36,133
14851,22,2,511.35,433
16561,5,2,511.12,533
15406,30,2,510.71,433
12904,17,2,509.58,433
12436,99,1,509.01,213
16898,25,3,508.81,433
15417,84,1,508.80,213
17391,163,2,508.80,233
14317,64,1,508.58,313
17958,116,1,508.46,213
17415,79,1,507.84,213
14158,39,1,507.66,313
14820,20,4,507.29,443
15721,11,1,507.08,513
16960,38,3,507.05,333
13885,188,2,506.80,133
16614,182,1,506.19,113
14014,76,1,505.18,213
15081,21,5,504.80,443
12991,22,2,503.76,433
17630,169,2,503.60,233
16863,30,2,502.80,433
15006,50,1,502.09,313
13865,57,4,501.56,343
15881,311,5,501.39,143
13116,137,1,501.14,213
13247,17,4,501.12,443
16616,14,2,500.42,433
15389,171,1,500.00,213
14958,146,3,499.68,233
14077,40,5,499.42,343
15193,60,1,499.32,313
14681,70,3,498.95,343
16488,32,3,498.80,343
15142,45,1,498.74,313
17053,130,1,498.48,213
17298,100,2,498.42,233
16820,95,1,497.61,213
17495,7,2,497.56,533
16368,1,2,497.43,533
15300,63,1,496.44,313
15018,38,3,496.21,343
17374,218,2,495.77,133
15448,312,1,494.64,113
16352,17,2,494.44,433
17333,85,1,494.25,213
12763,137,2,494.08,233
15877,1,2,493.28,533
13176,45,1,492.84,313
14270,331,1,492.65,113
15507,171,1,492.36,213
13732,27,1,491.86,413
14236,80,2,490.86,233
15000,47,1,490.52,313
14416,21,2,490.22,433
18074,373,1,489.60,112
12809,177,1,489.31,212
17361,48,3,488.20,332
14396,64,2,487.99,332
15165,372,1,487.75,112
16643,245,1,487.51,112
13338,157,1,487.02,212
13675,150,2,486.82,232
17453,17,2,486.72,432
15287,21,2,486.69,432
13153,5,1,486.22,512
12639,238,1,486.10,112
15109,245,1,484.95,112
16999,22,2,484.82,432
16504,24,1,484.38,412
16518,60,2,484.32,332
14130,318,1,483.86,112
13531,204,2,483.80,132
12808,36,3,483.65,332
14147,77,2,483.40,232
17555,19,2,483.26,432
14450,180,3,483.25,132
16603,74,2,482.47,232
17950,71,3,482.20,232
12504,17,2,482.05,432
16693,68,2,482.01,332
18216,30,1,481.75,412
15091,67,1,480.71,312
16812,359,1,479.35,112
16008,23,3,478.78,432
15589,255,3,478.53,132
16768,47,3,478.09,332
12644,129,1,477.91,212
13092,70,5,477.83,342
14320,206,2,477.79,132
12447,242,1,476.49,112
18176,357,1,476.35,112
14853,23,2,475.80,432
14497,308,1,475.37,112
15780,183,3,475.28,142
15349,157,2,473.81,232
15557,28,1,473.65,412
16374,65,2,473.03,332
14013,109,3,473.02,242
16038,7,3,471.78,542
17964,31,2,471.70,432
16885,14,3,471.51,432
13066,23,2,470.80,432
15963,19,2,470.76,432
14431,302,1,470.36,112
15471,1,1,469.48,512
15026,79,3,469.00,232
14896,204,2,468.77,132
13171,21,3,468.41,432
14335,15,2,468.26,432
14029,62,2,467.66,332
15468,50,2,467.51,332
13579,14,2,467.04,432
14205,16,2,466.70,432
13248,124,2,465.68,232
15036,71,3,465.55,242
17140,246,1,465.32,112
16742,46,1,464.90,312
13928,10,4,464.57,542
16586,248,1,463.95,112
14967,49,1,463.80,312
12787,9,3,463.66,532
17418,41,2,463.46,332
14489,206,1,463.38,112
12945,287,1,462.95,112
14331,123,2,462.66,232
14470,11,2,461.19,532
12391,21,1,460.89,412
16824,15,2,460.64,432
16805,173,2,460.59,232
12491,38,1,460.40,312
12355,213,1,459.40,112
16589,70,3,459.24,332
17880,364,1,458.92,112
15754,50,3,458.57,342
13506,315,2,458.52,132
17392,305,2,457.91,132
15092,214,2,457.81,132
15121,49,2,457.72,332
12375,10,2,457.50,532
13398,191,1,457.34,112
12564,260,1,456.90,112
12999,195,3,455.88,142
14513,100,3,455.59,242
15585,176,1,455.30,212
16529,189,1,455.25,112
13485,232,1,454.24,112
15475,76,1,454.11,212
17564,23,3,454.01,442
18158,8,2,453.40,532
12729,113,1,453.01,212
18071,257,2,453.00,132
14184,66,1,452.89,312
12591,316,1,452.85,112
12970,6,4,452.24,542
16574,70,1,451.44,312
15802,142,1,451.42,212
14173,10,4,450.84,542
17040,137,1,449.73,212
13489,104,4,449.52,242
12448,43,1,449.45,312
15739,65,1,449.12,312
17579,4,3,448.90,532
14780,54,2,447.68,322
15646,157,3,447.64,232
15456,282,3,447.22,132
15368,20,1,446.94,412
15889,156,2,446.87,232
14149,220,1,446.62,112
17370,72,4,446.18,242
17190,58,2,444.74,332
18006,22,1,444.68,412
14638,50,1,443.60,312
16404,69,1,443.05,312
18222,92,1,443.00,212
14093,11,1,442.85,512
12579,77,1,440.42,212
15524,24,1,440.00,412
14022,224,1,440.00,112
18233,325,1,440.00,112
13954,1,2,439.92,532
16025,29,1,439.66,412
13359,63,1,439.56,312
16968,3,2,439.43,532
13358,267,1,439.03,112
14272,73,2,437.96,232
12552,38,2,437.82,332
16034,195,3,437.70,142
12592,91,2,437.60,232
15553,59,1,437.23,312
16084,298,1,436.18,112
15551,36,1,436.06,312
16948,138,3,435.02,242
14910,2,4,434.35,542
14460,109,3,434.34,232
12493,165,2,433.74,232
17035,245,2,433.53,132
14157,19,2,432.88,432
16236,77,1,432.20,212
16881,66,1,432.00,312
15976,164,2,430.94,232
18106,328,1,430.70,112
12452,16,2,430.57,432
13245,50,1,430.50,312
12795,18,1,430.48,412
12827,5,3,430.15,532
14998,169,2,429.87,232
15450,29,1,429.84,412
16884,37,2,429.84,332
15230,238,2,429.60,132
15957,31,1,428.89,412
13602,64,1,428.89,312
16324,127,3,428.68,232
17869,106,5,428.18,242
15360,39,1,427.93,312
12725,370,1,427.80,112
12403,49,1,427.70,312
12740,63,1,427.60,312
12802,186,1,427.58,112
15994,54,1,427.07,312
17223,309,2,426.79,132
15930,66,1,426.63,312
14288,212,1,426.60,112
15639,133,1,425.32,212
16780,99,2,425.19,232
17134,106,2,425.00,232
17371,16,3,423.89,432
13140,107,3,423.72,232
16119,7,2,423.36,532
15012,53,2,423.04,332
18034,21,2,422.88,432
17525,358,1,422.70,112
13473,60,2,422.64,332
16689,75,2,422.60,232
18240,45,1,422.58,312
17232,2,2,421.52,532
14757,74,1,420.50,212
15206,9,4,420.30,542
14124,83,1,419.58,212
15361,361,1,418.92,112
15967,22,2,418.83,432
12593,108,3,418.10,232
17701,252,1,417.95,112
16629,73,2,417.73,232
13615,318,1,417.69,112
16737,52,1,417.60,312
12833,144,1,417.38,212
18001,11,2,417.23,532
13166,282,1,417.20,112
16816,102,4,417.06,242
13889,92,1,416.90,212
15935,238,2,416.86,132
16957,238,2,416.64,132
13085,157,2,416.08,232
15803,50,1,415.82,312
14139,45,1,415.82,312
12930,77,2,415.80,232
12580,246,1,415.70,112
15725,14,1,415.25,412
14333,67,1,415.20,312
16795,364,1,414.88,112
12993,22,4,414.76,442
16239,56,2,414.20,332
17483,64,3,414.04,332
17052,27,1,413.75,412
13974,48,1,413.59,312
16834,227,1,413.46,112
14620,205,2,412.78,132
13827,57,3,412.05,332
15523,83,1,412.01,212
16272,116,1,411.70,212
17913,58,2,411.60,332
14670,279,2,411.53,132
15186,13,2,411.41,432
15099,83,1,410.48,212
15695,266,2,409.98,132
14048,304,1,409.93,112
14348,259,1,409.57,112
12990,30,3,409.50,432
15225,233,1,409.40,112
16243,33,2,409.10,332
16018,38,2,408.90,332
15269,23,1,408.80,412
16399,18,2,408.57,432
17931,133,2,408.36,232
16010,245,3,407.50,132
15184,28,2,406.76,432
15127,65,1,406.53,312
16947,235,1,406.48,112
15342,129,1,406.09,212
14616,242,3,406.08,132
16204,22,1,405.71,412
18036,31,3,405.62,432
12922,160,1,405.38,212
17379,10,1,404.66,512
15938,111,5,404.58,242
16319,217,1,404.40,112
16484,173,2,404.30,232
12498,20,3,403.70,432
17431,312,1,403.30,122
15221,365,1,403.25,122
12386,336,2,401.90,132
15158,44,1,401.40,322
16500,4,6,400.86,552
16198,74,1,400.68,222
12792,256,1,400.54,122
17375,198,3,400.10,132
18164,36,1,399.65,322
13255,8,2,399.51,532
18154,2,2,399.19,532
15522,32,2,398.84,332
17830,1,3,398.70,532
12508,25,2,398.27,432
13352,59,1,397.98,322
15429,26,2,397.35,432
17926,132,2,397.29,232
12824,59,1,397.12,322
13594,52,1,396.97,322
13673,18,2,396.92,432
17486,260,1,396.87,122
15883,1,2,396.48,532
18067,39,1,396.33,322
16354,62,2,395.80,332
17603,77,1,394.72,222
14619,245,1,394.44,122
16207,24,1,394.38,422
15386,185,1,394.14,122
15264,63,1,393.74,322
15345,45,1,393.54,322
17226,307,1,393.49,122
14600,305,1,393.33,122
15837,64,1,391.98,322
16917,275,1,391.52,122
12982,242,1,390.54,122
17614,56,1,390.07,322
17936,4,1,389.84,522
18024,152,2,389.78,232
14752,43,1,389.64,322
13873,119,3,389.60,232
13345,287,1,389.50,122
16250,260,2,389.44,132
15847,37,2,389.27,332
12690,205,1,389.01,122
17595,11,2,388.79,532
15592,46,1,388.58,322
13899,15,2,388.52,432
13856,168,3,388.50,232
17438,253,1,388.45,122
16776,59,1,388.28,322
14538,64,2,388.25,332
17357,23,2,388.14,432
17817,3,3,387.68,542
14420,98,1,387.52,222
17508,280,1,387.31,122
14114,273,2,386.53,132
15664,50,1,386.43,322
14779,279,3,386.15,142
13821,144,2,385.64,232
17711,10,2,385.10,532
13919,58,2,384.81,332
13833,158,1,384.80,222
17250,3,2,384.52,532
17189,105,2,384.40,232
17205,53,1,384.08,322
16982,60,1,384.06,322
15048,64,4,384.05,342
12733,233,1,383.95,122
12515,352,1,383.70,122
15440,54,3,383.68,342
14304,222,1,383.45,122
15424,253,2,383.34,132
12832,31,2,383.03,432
13817,28,2,382.98,432
18181,23,1,382.80,422
17239,312,1,382.50,122
13657,10,2,382.14,532
17999,36,2,382.06,332
15090,307,1,381.32,122
16441,66,2,381.20,332
12871,83,2,380.64,232
17573,28,3,380.60,442
16930,25,3,380.55,442
17138,274,1,380.50,122
12890,23,1,380.47,422
16769,259,1,380.39,122
17031,11,2,380.35,532
14731,46,3,380.02,342
14594,6,2,379.83,532
16552,242,2,379.73,132
13656,164,2,379.65,232
13589,14,2,379.65,432
17878,43,1,379.45,322
15885,92,3,379.35,242
16909,71,1,379.14,222
13372,89,1,378.64,222
17078,35,2,378.20,332
17736,8,3,377.44,542
15025,32,1,377.01,322
17489,58,2,376.64,332
13936,179,1,376.58,122
16858,368,1,375.69,122
14448,8,2,375.35,532
14079,124,1,375.10,222
16147,133,1,375.00,222
14067,63,2,374.70,332
17492,247,1,374.57,122
12873,281,1,374.00,122
13351,65,1,373.94,322
13569,16,2,373.75,432
16321,71,5,373.65,342
16903,28,1,373.24,422
12895,41,2,372.80,332
12544,35,1,372.70,322
12981,29,2,372.22,432
16065,364,1,372.09,122
13300,168,1,371.89,222
17765,158,3,371.88,242
14690,43,2,371.70,332
18155,74,3,371.62,242
15472,112,1,371.56,222
14950,18,1,371.20,422
15975,83,1,371.01,222
15063,212,1,370.80,122
16343,15,2,370.48,432
15922,372,1,369.50,122
16758,64,1,369.34,322
14888,206,1,369.20,122
16372,32,2,367.93,332
17911,8,1,366.23,522
17358,302,2,365.85,132
17432,17,2,365.76,432
16499,359,2,365.45,132
16202,360,1,365.27,122
14886,252,1,364.80,122
15949,16,2,364.72,432
12373,310,1,364.60,122
15343,86,1,364.50,222
14528,36,1,364.22,322
12538,28,1,363.95,422
17330,22,2,363.90,432
15901,16,3,363.88,442
14171,97,1,363.79,222
16509,296,1,363.70,122
18056,287,1,363.65,122
12915,148,2,363.65,232
16485,76,1,363.65,222
14932,365,1,363.53,122
14427,49,2,363.34,332
16378,246,3,362.95,142
16052,53,1,362.06,322
13844,10,1,361.62,522
16305,138,1,361.22,222
13291,155,1,361.11,222
15872,14,2,360.93,422
16595,60,1,360.16,322
13780,6,2,360.01,522
13298,0,1,360.00,522
15120,133,1,358.82,222
17948,146,1,358.56,222
16823,226,1,358.38,122
13228,80,1,358.00,222
13976,206,1,357.98,122
16274,372,1,357.95,122
17025,60,3,357.77,342
16971,37,1,357.21,322
18040,18,2,357.20,422
13453,165,2,356.98,222
14500,87,3,356.85,242
15713,142,2,356.70,222
15247,121,1,356.00,222
15840,58,2,355.56,322
14537,57,1,355.56,322
12617,28,1,355.53,422
17742,112,2,355.11,222
13642,215,1,354.80,122
17222,64,1,354.15,322
12888,213,2,354.12,122
15870,32,1,354.09,322
12845,266,4,354.09,142
17252,116,2,353.86,222
12715,105,1,353.86,222
13173,3,2,353.65,522
13210,93,1,353.48,222
13343,177,1,353.43,222
14804,8,1,353.27,522
17976,371,1,353.19,122
15678,52,1,352.70,322
18112,11,2,352.69,522
15334,156,3,351.67,242
12566,85,1,351.65,222
15789,357,1,351.30,122
13923,53,1,351.13,322
15900,23,1,351.11,422
13332,13,1,350.90,422
13740,240,1,350.75,122
17835,2,3,350.64,542
17795,179,2,350.39,122
13108,372,1,350.06,122
12532,29,1,349.83,422
13670,74,1,349.70,222
13887,203,1,349.55,122
18250,309,1,349.27,122
15405,188,1,349.10,122
13927,74,1,348.99,222
13790,3,1,348.80,522
18127,18,3,348.73,442
12527,81,3,348.71,242
15579,68,2,348.60,322
16159,280,1,348.20,122
13052,211,1,348.15,122
14379,43,2,348.10,322
13497,282,2,348.05,122
17668,0,2,347.75,522
13062,190,1,346.98,122
13649,256,2,346.60,122
16423,24,1,346.12,422
13091,27,1,345.82,422
15781,24,3,345.46,442
17123,161,1,345.30,222
13774,81,1,345.00,222
14633,265,1,344.90,122
16978,77,1,344.33,222
17569,331,1,344.14,122
13068,9,2,344.00,522
15047,269,1,343.62,122
15520,1,1,343.50,522
18081,35,3,343.45,342
15880,368,1,343.28,122
12875,142,2,343.23,222
17201,53,1,342.63,322
16851,3,3,342.45,542
16826,50,1,341.70,322
13347,69,1,341.36,322
17917,44,3,341.28,342
14491,174,2,340.93,222
12519,63,1,340.84,322
15115,17,1,340.11,422
13737,199,1,339.60,122
17045,112,3,339.44,232
16545,164,1,339.30,222
17697,235,1,338.95,122
17839,41,1,338.80,322
16183,66,1,338.71,322
